PATH;Group
1609020201;Bajo
1609020202;Medio
1609020203;Alto
16090203;Recalcitrantes
1609020301;Bajo
1609020302;Medio
1609020303;Alto
160903;4GC
16090301;Ortodoxas
1609030101;Bajo
1609030102;Medio
1609030103;Alto
16090302;Intermedia
1609030201;Bajo
1609030202;Medio
1609030203;Alto
16090303;Recalcitrantes
1609030301;Bajo
1609030302;Medio
1609030303;Alto
1610;Rubus urticifolius
161000;Cava Desconocida
16100001;Ortodoxas
1610000101;Bajo
1610000102;Medio
1610000103;Alto
16100002;Intermedia
1610000201;Bajo
1610000202;Medio
1610000203;Alto
16100003;Recalcitrantes
1610000301;Bajo
1610000302;Medio
1610000303;Alto
161001;M20GC
16100101;Ortodoxas
1610010101;Bajo
1610010102;Medio
1610010103;Alto
16100102;Intermedia
1610010201;Bajo
1610010202;Medio
1610010203;Alto
16100103;Recalcitrantes
1610010301;Bajo
1610010302;Medio
1610010303;Alto
161002;M10GC
16100201;Ortodoxas
1610020101;Bajo
1610020102;Medio
1610020103;Alto
16100202;Intermedia
1610020201;Bajo
1610020202;Medio
1610020203;Alto
16100203;Recalcitrantes
1610020301;Bajo
1610020302;Medio
1610020303;Alto
161003;4GC
16100301;Ortodoxas
1610030101;Bajo
1610030102;Medio
1610030103;Alto
16100302;Intermedia
1610030201;Bajo
1610030202;Medio
1610030203;Alto
16100303;Recalcitrantes
1610030301;Bajo
1610030302;Medio
1610030303;Alto
17;Papa
1701;Solanum  antipoviczii
170100;Cava Desconocida
17010001;Ortodoxas
1701000101;Bajo
1701000102;Medio
1701000103;Alto
17010002;Intermedia
1701000201;Bajo
1701000202;Medio
1701000203;Alto
17010003;Recalcitrantes
1701000301;Bajo
1701000302;Medio
1701000303;Alto
170101;M20GC
17010101;Ortodoxas
1701010101;Bajo
1701010102;Medio
1701010103;Alto
17010102;Intermedia
1701010201;Bajo
1701010202;Medio
1701010203;Alto
17010103;Recalcitrantes
1701010301;Bajo
1701010302;Medio
1701010303;Alto
170102;M10GC
17010201;Ortodoxas
1701020101;Bajo
1701020102;Medio
1701020103;Alto
17010202;Intermedia
1701020201;Bajo
1701020202;Medio
1701020203;Alto
17010203;Recalcitrantes
1701020301;Bajo
1701020302;Medio
1701020303;Alto
170103;4GC
17010301;Ortodoxas
1701030101;Bajo
1701030102;Medio
1701030103;Alto
17010302;Intermedia
1701030201;Bajo
1701030202;Medio
1701030203;Alto
17010303;Recalcitrantes
1701030301;Bajo
1701030302;Medio
1701030303;Alto
1702;Solanum  colombianum
170200;Cava Desconocida
17020001;Ortodoxas
1702000101;Bajo
1702000102;Medio
1702000103;Alto
17020002;Intermedia
1702000201;Bajo
1702000202;Medio
1702000203;Alto
17020003;Recalcitrantes
1702000301;Bajo
1702000302;Medio
1702000303;Alto
170201;M20GC
17020101;Ortodoxas
1702010101;Bajo
1702010102;Medio
1702010103;Alto
17020102;Intermedia
1702010201;Bajo
1702010202;Medio
1702010203;Alto
17020103;Recalcitrantes
1702010301;Bajo
1702010302;Medio
1702010303;Alto
170202;M10GC
17020201;Ortodoxas
1702020101;Bajo
1702020102;Medio
1702020103;Alto
17020202;Intermedia
1702020201;Bajo
1702020202;Medio
1702020203;Alto
17020203;Recalcitrantes
1702020301;Bajo
1702020302;Medio
1702020303;Alto
170203;4GC
17020301;Ortodoxas
1702030101;Bajo
1702030102;Medio
1702030103;Alto
17020302;Intermedia
1702030201;Bajo
1702030202;Medio
1702030203;Alto
17020303;Recalcitrantes
1702030301;Bajo
1702030302;Medio
1702030303;Alto
1703;Solanum  curtilobum
170300;Cava Desconocida
17030001;Ortodoxas
1703000101;Bajo
1703000102;Medio
1703000103;Alto
17030002;Intermedia
1703000201;Bajo
1703000202;Medio
1703000203;Alto
17030003;Recalcitrantes
1703000301;Bajo
1703000302;Medio
1703000303;Alto
170301;M20GC
17030101;Ortodoxas
1703010101;Bajo
1703010102;Medio
1703010103;Alto
17030102;Intermedia
1703010201;Bajo
1703010202;Medio
1703010203;Alto
17030103;Recalcitrantes
1703010301;Bajo
1703010302;Medio
1703010303;Alto
170302;M10GC
17030201;Ortodoxas
1703020101;Bajo
1703020102;Medio
1703020103;Alto
17030202;Intermedia
1703020201;Bajo
1703020202;Medio
1703020203;Alto
17030203;Recalcitrantes
1703020301;Bajo
1703020302;Medio
1703020303;Alto
170303;4GC
17030301;Ortodoxas
1703030101;Bajo
1703030102;Medio
1703030103;Alto
17030302;Intermedia
1703030201;Bajo
1703030202;Medio
1703030203;Alto
17030303;Recalcitrantes
1703030301;Bajo
1703030302;Medio
1703030303;Alto
1704;Solanum  malinchense
170400;Cava Desconocida
17040001;Ortodoxas
1704000101;Bajo
1704000102;Medio
1704000103;Alto
17040002;Intermedia
1704000201;Bajo
1704000202;Medio
1704000203;Alto
17040003;Recalcitrantes
1704000301;Bajo
1704000302;Medio
1704000303;Alto
170401;M20GC
17040101;Ortodoxas
1704010101;Bajo
1704010102;Medio
1704010103;Alto
17040102;Intermedia
1704010201;Bajo
1704010202;Medio
1704010203;Alto
17040103;Recalcitrantes
1704010301;Bajo
1704010302;Medio
1704010303;Alto
170402;M10GC
17040201;Ortodoxas
1704020101;Bajo
1704020102;Medio
1704020103;Alto
17040202;Intermedia
1704020201;Bajo
1704020202;Medio
1704020203;Alto
17040203;Recalcitrantes
1704020301;Bajo
1704020302;Medio
1704020303;Alto
170403;4GC
17040301;Ortodoxas
1704030101;Bajo
1704030102;Medio
1704030103;Alto
17040302;Intermedia
1704030201;Bajo
1704030202;Medio
1704030203;Alto
17040303;Recalcitrantes
1704030301;Bajo
1704030302;Medio
1704030303;Alto
1705;Solanum chmielewskii
170500;Cava Desconocida
17050001;Ortodoxas
1705000101;Bajo
1705000102;Medio
1705000103;Alto
17050002;Intermedia
1705000201;Bajo
1705000202;Medio
1705000203;Alto
17050003;Recalcitrantes
1705000301;Bajo
1705000302;Medio
1705000303;Alto
170501;M20GC
17050101;Ortodoxas
1705010101;Bajo
1705010102;Medio
1705010103;Alto
17050102;Intermedia
1705010201;Bajo
1705010202;Medio
1705010203;Alto
17050103;Recalcitrantes
1705010301;Bajo
1705010302;Medio
1705010303;Alto
170502;M10GC
17050201;Ortodoxas
1705020101;Bajo
1705020102;Medio
1705020103;Alto
17050202;Intermedia
1705020201;Bajo
1705020202;Medio
1705020203;Alto
17050203;Recalcitrantes
1705020301;Bajo
1705020302;Medio
1705020303;Alto
170503;4GC
17050301;Ortodoxas
1705030101;Bajo
1705030102;Medio
1705030103;Alto
17050302;Intermedia
1705030201;Bajo
1705030202;Medio
1705030203;Alto
17050303;Recalcitrantes
1705030301;Bajo
1705030302;Medio
1705030303;Alto
1706;Solanum corneliomulleri
170600;Cava Desconocida
17060001;Ortodoxas
1706000101;Bajo
1706000102;Medio
1706000103;Alto
17060002;Intermedia
1706000201;Bajo
1706000202;Medio
1706000203;Alto
17060003;Recalcitrantes
1706000301;Bajo
1706000302;Medio
1706000303;Alto
170601;M20GC
17060101;Ortodoxas
1706010101;Bajo
1706010102;Medio
1706010103;Alto
17060102;Intermedia
1706010201;Bajo
1706010202;Medio
1706010203;Alto
17060103;Recalcitrantes
1706010301;Bajo
1706010302;Medio
1706010303;Alto
170602;M10GC
17060201;Ortodoxas
1706020101;Bajo
1706020102;Medio
1706020103;Alto
17060202;Intermedia
1706020201;Bajo
1706020202;Medio
1706020203;Alto
17060203;Recalcitrantes
1706020301;Bajo
1706020302;Medio
1706020303;Alto
170603;4GC
17060301;Ortodoxas
1706030101;Bajo
1706030102;Medio
1706030103;Alto
17060302;Intermedia
1706030201;Bajo
1706030202;Medio
1706030203;Alto
17060303;Recalcitrantes
1706030301;Bajo
1706030302;Medio
1706030303;Alto
1707;Solanum phureja subsp. phureja
170700;Cava Desconocida
17070001;Ortodoxas
1707000101;Bajo
1707000102;Medio
1707000103;Alto
17070002;Intermedia
1707000201;Bajo
1707000202;Medio
1707000203;Alto
17070003;Recalcitrantes
1707000301;Bajo
1707000302;Medio
1707000303;Alto
170701;M20GC
17070101;Ortodoxas
1707010101;Bajo
1707010102;Medio
1707010103;Alto
17070102;Intermedia
1707010201;Bajo
1707010202;Medio
1707010203;Alto
17070103;Recalcitrantes
1707010301;Bajo
1707010302;Medio
1707010303;Alto
170702;M10GC
17070201;Ortodoxas
1707020101;Bajo
1707020102;Medio
1707020103;Alto
17070202;Intermedia
1707020201;Bajo
1707020202;Medio
1707020203;Alto
17070203;Recalcitrantes
1707020301;Bajo
1707020302;Medio
1707020303;Alto
170703;4GC
17070301;Ortodoxas
1707030101;Bajo
1707030102;Medio
1707030103;Alto
17070302;Intermedia
1707030201;Bajo
1707030202;Medio
1707030203;Alto
17070303;Recalcitrantes
1707030301;Bajo
1707030302;Medio
1707030303;Alto
1708;Solanum sp
170800;Cava Desconocida
17080001;Ortodoxas
1708000101;Bajo
1708000102;Medio
1708000103;Alto
17080002;Intermedia
1708000201;Bajo
1708000202;Medio
1708000203;Alto
17080003;Recalcitrantes
1708000301;Bajo
1708000302;Medio
1708000303;Alto
170801;M20GC
17080101;Ortodoxas
1708010101;Bajo
1708010102;Medio
1708010103;Alto
17080102;Intermedia
1708010201;Bajo
1708010202;Medio
1708010203;Alto
17080103;Recalcitrantes
1708010301;Bajo
1708010302;Medio
1708010303;Alto
170802;M10GC
17080201;Ortodoxas
1708020101;Bajo
1708020102;Medio
1708020103;Alto
17080202;Intermedia
1708020201;Bajo
1708020202;Medio
1708020203;Alto
17080203;Recalcitrantes
1708020301;Bajo
1708020302;Medio
1708020303;Alto
170803;4GC
17080301;Ortodoxas
1708030101;Bajo
1708030102;Medio
1708030103;Alto
17080302;Intermedia
1708030201;Bajo
1708030202;Medio
1708030203;Alto
17080303;Recalcitrantes
1708030301;Bajo
1708030302;Medio
1708030303;Alto
1709;Solanum tuberosum subsp. andigena
170900;Cava Desconocida
17090001;Ortodoxas
1709000101;Bajo
1709000102;Medio
1709000103;Alto
17090002;Intermedia
1709000201;Bajo
1709000202;Medio
1709000203;Alto
17090003;Recalcitrantes
1709000301;Bajo
1709000302;Medio
1709000303;Alto
170901;M20GC
17090101;Ortodoxas
1709010101;Bajo
1709010102;Medio
1709010103;Alto
17090102;Intermedia
1709010201;Bajo
1709010202;Medio
1709010203;Alto
17090103;Recalcitrantes
1709010301;Bajo
1709010302;Medio
1709010303;Alto
170902;M10GC
17090201;Ortodoxas
1709020101;Bajo
1709020102;Medio
1709020103;Alto
17090202;Intermedia
1709020201;Bajo
1709020202;Medio
1709020203;Alto
17090203;Recalcitrantes
1709020301;Bajo
1709020302;Medio
1709020303;Alto
170903;4GC
17090301;Ortodoxas
1709030101;Bajo
1709030102;Medio
1709030103;Alto
17090302;Intermedia
1709030201;Bajo
1709030202;Medio
1709030203;Alto
17090303;Recalcitrantes
1709030301;Bajo
1709030302;Medio
1709030303;Alto
1710;Solanum tuberosum subsp. tuberosum
171000;Cava Desconocida
17100001;Ortodoxas
1710000101;Bajo
1710000102;Medio
1710000103;Alto
17100002;Intermedia
1710000201;Bajo
1710000202;Medio
1710000203;Alto
17100003;Recalcitrantes
1710000301;Bajo
1710000302;Medio
1710000303;Alto
171001;M20GC
17100101;Ortodoxas
1710010101;Bajo
1710010102;Medio
1710010103;Alto
17100102;Intermedia
1710010201;Bajo
1710010202;Medio
1710010203;Alto
17100103;Recalcitrantes
1710010301;Bajo
1710010302;Medio
1710010303;Alto
171002;M10GC
17100201;Ortodoxas
1710020101;Bajo
1710020102;Medio
1710020103;Alto
17100202;Intermedia
1710020201;Bajo
1710020202;Medio
1710020203;Alto
17100203;Recalcitrantes
1710020301;Bajo
1710020302;Medio
1710020303;Alto
171003;4GC
17100301;Ortodoxas
1710030101;Bajo
1710030102;Medio
1710030103;Alto
17100302;Intermedia
1710030201;Bajo
1710030202;Medio
1710030203;Alto
17100303;Recalcitrantes
1710030301;Bajo
1710030302;Medio
1710030303;Alto
14;Lulo
1401;Solanum  capsicoides
140100;Cava Desconocida
14010001;Ortodoxas
1401000101;Bajo
1401000102;Medio
1401000103;Alto
14010002;Intermedia
1401000201;Bajo
1401000202;Medio
1401000203;Alto
14010003;Recalcitrantes
1401000301;Bajo
1401000302;Medio
1401000303;Alto
140101;M20GC
14010101;Ortodoxas
1401010101;Bajo
1401010102;Medio
1401010103;Alto
14010102;Intermedia
1401010201;Bajo
1401010202;Medio
1401010203;Alto
14010103;Recalcitrantes
1401010301;Bajo
1401010302;Medio
1401010303;Alto
140102;M10GC
14010201;Ortodoxas
1401020101;Bajo
1401020102;Medio
1401020103;Alto
14010202;Intermedia
1401020201;Bajo
1401020202;Medio
1401020203;Alto
14010203;Recalcitrantes
1401020301;Bajo
1401020302;Medio
1401020303;Alto
140103;4GC
14010301;Ortodoxas
1401030101;Bajo
1401030102;Medio
1401030103;Alto
14010302;Intermedia
1401030201;Bajo
1401030202;Medio
1401030203;Alto
14010303;Recalcitrantes
1401030301;Bajo
1401030302;Medio
1401030303;Alto
1402;Solanum  hirtum
140200;Cava Desconocida
14020001;Ortodoxas
1402000101;Bajo
1402000102;Medio
1402000103;Alto
14020002;Intermedia
1402000201;Bajo
1402000202;Medio
1402000203;Alto
14020003;Recalcitrantes
1402000301;Bajo
1402000302;Medio
1402000303;Alto
140201;M20GC
14020101;Ortodoxas
1402010101;Bajo
1402010102;Medio
1402010103;Alto
14020102;Intermedia
1402010201;Bajo
1402010202;Medio
1402010203;Alto
14020103;Recalcitrantes
1402010301;Bajo
1402010302;Medio
1402010303;Alto
140202;M10GC
14020201;Ortodoxas
1402020101;Bajo
1402020102;Medio
1402020103;Alto
14020202;Intermedia
1402020201;Bajo
1402020202;Medio
1402020203;Alto
14020203;Recalcitrantes
1402020301;Bajo
1402020302;Medio
1402020303;Alto
140203;4GC
14020301;Ortodoxas
1402030101;Bajo
1402030102;Medio
1402030103;Alto
14020302;Intermedia
1402030201;Bajo
1402030202;Medio
1402030203;Alto
14020303;Recalcitrantes
1402030301;Bajo
1402030302;Medio
1402030303;Alto
1403;Solanum  jamaicense
140300;Cava Desconocida
14030001;Ortodoxas
1403000101;Bajo
1403000102;Medio
1403000103;Alto
14030002;Intermedia
1403000201;Bajo
1403000202;Medio
1403000203;Alto
14030003;Recalcitrantes
1403000301;Bajo
1403000302;Medio
1403000303;Alto
140301;M20GC
14030101;Ortodoxas
1403010101;Bajo
1403010102;Medio
1403010103;Alto
14030102;Intermedia
1403010201;Bajo
1403010202;Medio
1403010203;Alto
14030103;Recalcitrantes
1403010301;Bajo
1403010302;Medio
1403010303;Alto
140302;M10GC
14030201;Ortodoxas
1403020101;Bajo
1403020102;Medio
1403020103;Alto
14030202;Intermedia
1403020201;Bajo
1403020202;Medio
1403020203;Alto
14030203;Recalcitrantes
1403020301;Bajo
1403020302;Medio
1403020303;Alto
140303;4GC
14030301;Ortodoxas
1403030101;Bajo
1403030102;Medio
1403030103;Alto
14030302;Intermedia
1403030201;Bajo
1403030202;Medio
1403030203;Alto
14030303;Recalcitrantes
1403030301;Bajo
1403030302;Medio
1403030303;Alto
1404;Solanum  macracanthum
140400;Cava Desconocida
14040001;Ortodoxas
1404000101;Bajo
1404000102;Medio
1404000103;Alto
14040002;Intermedia
1404000201;Bajo
1404000202;Medio
1404000203;Alto
14040003;Recalcitrantes
1404000301;Bajo
1404000302;Medio
1404000303;Alto
140401;M20GC
14040101;Ortodoxas
1404010101;Bajo
1404010102;Medio
1404010103;Alto
14040102;Intermedia
1404010201;Bajo
1404010202;Medio
1404010203;Alto
14040103;Recalcitrantes
1404010301;Bajo
1404010302;Medio
1404010303;Alto
140402;M10GC
14040201;Ortodoxas
1404020101;Bajo
1404020102;Medio
1404020103;Alto
14040202;Intermedia
1404020201;Bajo
1404020202;Medio
1404020203;Alto
14040203;Recalcitrantes
1404020301;Bajo
1404020302;Medio
1404020303;Alto
140403;4GC
14040301;Ortodoxas
1404030101;Bajo
1404030102;Medio
1404030103;Alto
14040302;Intermedia
1404030201;Bajo
1404030202;Medio
1404030203;Alto
14040303;Recalcitrantes
1404030301;Bajo
1404030302;Medio
1404030303;Alto
1405;Solanum  mammosum
140500;Cava Desconocida
14050001;Ortodoxas
1405000101;Bajo
1405000102;Medio
1405000103;Alto
14050002;Intermedia
1405000201;Bajo
1405000202;Medio
1405000203;Alto
14050003;Recalcitrantes
1405000301;Bajo
1405000302;Medio
1405000303;Alto
140501;M20GC
14050101;Ortodoxas
1405010101;Bajo
1405010102;Medio
1405010103;Alto
14050102;Intermedia
1405010201;Bajo
1405010202;Medio
1405010203;Alto
14050103;Recalcitrantes
1405010301;Bajo
1405010302;Medio
1405010303;Alto
140502;M10GC
14050201;Ortodoxas
1405020101;Bajo
1405020102;Medio
1405020103;Alto
14050202;Intermedia
1405020201;Bajo
1405020202;Medio
1405020203;Alto
14050203;Recalcitrantes
1405020301;Bajo
1405020302;Medio
1405020303;Alto
140503;4GC
14050301;Ortodoxas
1405030101;Bajo
1405030102;Medio
1405030103;Alto
14050302;Intermedia
1405030201;Bajo
1405030202;Medio
1405030203;Alto
14050303;Recalcitrantes
1405030301;Bajo
1405030302;Medio
1405030303;Alto
1406;Solanum  marginatum
140600;Cava Desconocida
14060001;Ortodoxas
1406000101;Bajo
1406000102;Medio
1406000103;Alto
14060002;Intermedia
1406000201;Bajo
1406000202;Medio
1406000203;Alto
14060003;Recalcitrantes
1406000301;Bajo
1406000302;Medio
1406000303;Alto
140601;M20GC
14060101;Ortodoxas
1406010101;Bajo
1406010102;Medio
1406010103;Alto
14060102;Intermedia
1406010201;Bajo
1406010202;Medio
1406010203;Alto
14060103;Recalcitrantes
1406010301;Bajo
1406010302;Medio
1406010303;Alto
140602;M10GC
14060201;Ortodoxas
1406020101;Bajo
1406020102;Medio
1406020103;Alto
14060202;Intermedia
1406020201;Bajo
1406020202;Medio
1406020203;Alto
14060203;Recalcitrantes
1406020301;Bajo
1406020302;Medio
1406020303;Alto
140603;4GC
14060301;Ortodoxas
1406030101;Bajo
1406030102;Medio
1406030103;Alto
14060302;Intermedia
1406030201;Bajo
1406030202;Medio
1406030203;Alto
14060303;Recalcitrantes
1406030301;Bajo
1406030302;Medio
1406030303;Alto
1407;Solanum  pectinatum
140700;Cava Desconocida
14070001;Ortodoxas
1407000101;Bajo
1407000102;Medio
1407000103;Alto
14070002;Intermedia
1407000201;Bajo
1407000202;Medio
1407000203;Alto
14070003;Recalcitrantes
1407000301;Bajo
1407000302;Medio
1407000303;Alto
140701;M20GC
14070101;Ortodoxas
1407010101;Bajo
1407010102;Medio
1407010103;Alto
14070102;Intermedia
1407010201;Bajo
1407010202;Medio
1407010203;Alto
14070103;Recalcitrantes
1407010301;Bajo
1407010302;Medio
1407010303;Alto
140702;M10GC
14070201;Ortodoxas
1407020101;Bajo
1407020102;Medio
1407020103;Alto
14070202;Intermedia
1407020201;Bajo
1407020202;Medio
1407020203;Alto
14070203;Recalcitrantes
1407020301;Bajo
1407020302;Medio
1407020303;Alto
140703;4GC
14070301;Ortodoxas
1407030101;Bajo
1407030102;Medio
1407030103;Alto
14070302;Intermedia
1407030201;Bajo
1407030202;Medio
1407030203;Alto
14070303;Recalcitrantes
1407030301;Bajo
1407030302;Medio
1407030303;Alto
1408;Solanum  pseudolulo
140800;Cava Desconocida
14080001;Ortodoxas
1408000101;Bajo
1408000102;Medio
1408000103;Alto
14080002;Intermedia
1408000201;Bajo
1408000202;Medio
1408000203;Alto
14080003;Recalcitrantes
1408000301;Bajo
1408000302;Medio
1408000303;Alto
140801;M20GC
14080101;Ortodoxas
1408010101;Bajo
1408010102;Medio
1408010103;Alto
14080102;Intermedia
1408010201;Bajo
1408010202;Medio
1408010203;Alto
14080103;Recalcitrantes
1408010301;Bajo
1408010302;Medio
1408010303;Alto
140802;M10GC
14080201;Ortodoxas
1408020101;Bajo
1408020102;Medio
1408020103;Alto
14080202;Intermedia
1408020201;Bajo
1408020202;Medio
1408020203;Alto
14080203;Recalcitrantes
1408020301;Bajo
1408020302;Medio
1408020303;Alto
140803;4GC
14080301;Ortodoxas
1408030101;Bajo
1408030102;Medio
1408030103;Alto
14080302;Intermedia
1408030201;Bajo
1408030202;Medio
1408030203;Alto
14080303;Recalcitrantes
1408030301;Bajo
1408030302;Medio
1408030303;Alto
1409;Solanum  quitoense
140900;Cava Desconocida
14090001;Ortodoxas
1409000101;Bajo
1409000102;Medio
1409000103;Alto
14090002;Intermedia
1409000201;Bajo
1409000202;Medio
1409000203;Alto
14090003;Recalcitrantes
1409000301;Bajo
1409000302;Medio
1409000303;Alto
140901;M20GC
14090101;Ortodoxas
1409010101;Bajo
1409010102;Medio
1409010103;Alto
14090102;Intermedia
1409010201;Bajo
1409010202;Medio
1409010203;Alto
14090103;Recalcitrantes
1409010301;Bajo
1409010302;Medio
1409010303;Alto
140902;M10GC
14090201;Ortodoxas
1409020101;Bajo
1409020102;Medio
1409020103;Alto
14090202;Intermedia
1409020201;Bajo
1409020202;Medio
1409020203;Alto
14090203;Recalcitrantes
1409020301;Bajo
1409020302;Medio
1409020303;Alto
140903;4GC
14090301;Ortodoxas
1409030101;Bajo
1409030102;Medio
1409030103;Alto
14090302;Intermedia
1409030201;Bajo
1409030202;Medio
1409030203;Alto
14090303;Recalcitrantes
1409030301;Bajo
1409030302;Medio
1409030303;Alto
1410;Solanum  saponaceum
141000;Cava Desconocida
14100001;Ortodoxas
1410000101;Bajo
1410000102;Medio
1410000103;Alto
14100002;Intermedia
1410000201;Bajo
1410000202;Medio
1410000203;Alto
14100003;Recalcitrantes
1410000301;Bajo
1410000302;Medio
1410000303;Alto
141001;M20GC
14100101;Ortodoxas
1410010101;Bajo
1410010102;Medio
1410010103;Alto
14100102;Intermedia
1410010201;Bajo
1410010202;Medio
1410010203;Alto
14100103;Recalcitrantes
1410010301;Bajo
1410010302;Medio
1410010303;Alto
141002;M10GC
14100201;Ortodoxas
1410020101;Bajo
1410020102;Medio
1410020103;Alto
14100202;Intermedia
1410020201;Bajo
1410020202;Medio
1410020203;Alto
14100203;Recalcitrantes
1410020301;Bajo
1410020302;Medio
1410020303;Alto
141003;4GC
14100301;Ortodoxas
1410030101;Bajo
1410030102;Medio
1410030103;Alto
14100302;Intermedia
1410030201;Bajo
1410030202;Medio
1410030203;Alto
14100303;Recalcitrantes
1410030301;Bajo
1410030302;Medio
1410030303;Alto
1411;Solanum  sessiliflorum
141100;Cava Desconocida
14110001;Ortodoxas
1411000101;Bajo
1411000102;Medio
1411000103;Alto
14110002;Intermedia
1411000201;Bajo
1411000202;Medio
1411000203;Alto
14110003;Recalcitrantes
1411000301;Bajo
1411000302;Medio
1411000303;Alto
141101;M20GC
14110101;Ortodoxas
1411010101;Bajo
1411010102;Medio
1411010103;Alto
14110102;Intermedia
1411010201;Bajo
1411010202;Medio
1411010203;Alto
14110103;Recalcitrantes
1411010301;Bajo
1411010302;Medio
1411010303;Alto
141102;M10GC
14110201;Ortodoxas
1411020101;Bajo
1411020102;Medio
1411020103;Alto
14110202;Intermedia
1411020201;Bajo
1411020202;Medio
1411020203;Alto
14110203;Recalcitrantes
1411020301;Bajo
1411020302;Medio
1411020303;Alto
141103;4GC
14110301;Ortodoxas
1411030101;Bajo
1411030102;Medio
1411030103;Alto
14110302;Intermedia
1411030201;Bajo
1411030202;Medio
1411030203;Alto
14110303;Recalcitrantes
1411030301;Bajo
1411030302;Medio
1411030303;Alto
1412;Solanum sp.
141200;Cava Desconocida
14120001;Ortodoxas
1412000101;Bajo
1412000102;Medio
1412000103;Alto
14120002;Intermedia
1412000201;Bajo
1412000202;Medio
1412000203;Alto
14120003;Recalcitrantes
1412000301;Bajo
1412000302;Medio
1412000303;Alto
141201;M20GC
14120101;Ortodoxas
1412010101;Bajo
1412010102;Medio
1412010103;Alto
14120102;Intermedia
1412010201;Bajo
1412010202;Medio
1412010203;Alto
14120103;Recalcitrantes
1412010301;Bajo
1412010302;Medio
1412010303;Alto
141202;M10GC
14120201;Ortodoxas
1412020101;Bajo
1412020102;Medio
1412020103;Alto
14120202;Intermedia
1412020201;Bajo
1412020202;Medio
1412020203;Alto
14120203;Recalcitrantes
1412020301;Bajo
1412020302;Medio
1412020303;Alto
141203;4GC
14120301;Ortodoxas
1412030101;Bajo
1412030102;Medio
1412030103;Alto
14120302;Intermedia
1412030201;Bajo
1412030202;Medio
1412030203;Alto
14120303;Recalcitrantes
1412030301;Bajo
1412030302;Medio
1412030303;Alto
21;Tomate de mesa
2101;Solanum habrochaites
210100;Cava Desconocida
21010001;Ortodoxas
2101000101;Bajo
2101000102;Medio
2101000103;Alto
21010002;Intermedia
2101000201;Bajo
2101000202;Medio
2101000203;Alto
21010003;Recalcitrantes
2101000301;Bajo
2101000302;Medio
2101000303;Alto
210101;M20GC
21010101;Ortodoxas
2101010101;Bajo
2101010102;Medio
2101010103;Alto
21010102;Intermedia
2101010201;Bajo
2101010202;Medio
2101010203;Alto
21010103;Recalcitrantes
2101010301;Bajo
2101010302;Medio
2101010303;Alto
210102;M10GC
21010201;Ortodoxas
2101020101;Bajo
2101020102;Medio
2101020103;Alto
21010202;Intermedia
2101020201;Bajo
2101020202;Medio
2101020203;Alto
21010203;Recalcitrantes
2101020301;Bajo
2101020302;Medio
2101020303;Alto
210103;4GC
21010301;Ortodoxas
2101030101;Bajo
2101030102;Medio
2101030103;Alto
21010302;Intermedia
2101030201;Bajo
2101030202;Medio
2101030203;Alto
21010303;Recalcitrantes
2101030301;Bajo
2101030302;Medio
2101030303;Alto
2102;Solanum lycopersicum
210200;Cava Desconocida
21020001;Ortodoxas
2102000101;Bajo
2102000102;Medio
2102000103;Alto
21020002;Intermedia
2102000201;Bajo
2102000202;Medio
2102000203;Alto
21020003;Recalcitrantes
2102000301;Bajo
2102000302;Medio
2102000303;Alto
210201;M20GC
21020101;Ortodoxas
2102010101;Bajo
2102010102;Medio
2102010103;Alto
21020102;Intermedia
2102010201;Bajo
2102010202;Medio
2102010203;Alto
21020103;Recalcitrantes
2102010301;Bajo
2102010302;Medio
2102010303;Alto
210202;M10GC
21020201;Ortodoxas
2102020101;Bajo
2102020102;Medio
2102020103;Alto
21020202;Intermedia
2102020201;Bajo
2102020202;Medio
2102020203;Alto
21020203;Recalcitrantes
2102020301;Bajo
2102020302;Medio
2102020303;Alto
210203;4GC
21020301;Ortodoxas
2102030101;Bajo
2102030102;Medio
2102030103;Alto
21020302;Intermedia
2102030201;Bajo
2102030202;Medio
2102030203;Alto
21020303;Recalcitrantes
2102030301;Bajo
2102030302;Medio
2102030303;Alto
2103;Solanum neorickii
210300;Cava Desconocida
21030001;Ortodoxas
2103000101;Bajo
2103000102;Medio
2103000103;Alto
21030002;Intermedia
2103000201;Bajo
2103000202;Medio
2103000203;Alto
21030003;Recalcitrantes
2103000301;Bajo
2103000302;Medio
2103000303;Alto
210301;M20GC
21030101;Ortodoxas
2103010101;Bajo
2103010102;Medio
2103010103;Alto
21030102;Intermedia
2103010201;Bajo
2103010202;Medio
2103010203;Alto
21030103;Recalcitrantes
2103010301;Bajo
2103010302;Medio
2103010303;Alto
210302;M10GC
21030201;Ortodoxas
2103020101;Bajo
2103020102;Medio
2103020103;Alto
21030202;Intermedia
2103020201;Bajo
2103020202;Medio
2103020203;Alto
21030203;Recalcitrantes
2103020301;Bajo
2103020302;Medio
2103020303;Alto
210303;4GC
21030301;Ortodoxas
2103030101;Bajo
2103030102;Medio
2103030103;Alto
21030302;Intermedia
2103030201;Bajo
2103030202;Medio
2103030203;Alto
21030303;Recalcitrantes
2103030301;Bajo
2103030302;Medio
2103030303;Alto
2104;Solanum pennellii
210400;Cava Desconocida
21040001;Ortodoxas
2104000101;Bajo
2104000102;Medio
2104000103;Alto
21040002;Intermedia
2104000201;Bajo
2104000202;Medio
2104000203;Alto
21040003;Recalcitrantes
